branch,customer_name,order_id,order_sequence,line_index_in_order,item_name_normalized,line_qty,line_amount,customer_total_qty,customer_total_amount,is_sellable_item,report_generated_date,from_date,to_date,page_marker,source_file
Conut Jnah,0 Person_0028,ORD-000021,21,1,"CARAMEL SAUCE, (R)",1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,8/63,REP_S_00502.csv
Conut Jnah,0 Person_0028,ORD-000021,21,2,CHIMNEY THE ONE,1.0,1251486.48,5.0,1489864.86,True,30-Jan-26,01-Jan-2026,30-Jan-2026,8/63,REP_S_00502.csv
Conut Jnah,0 Person_0028,ORD-000021,21,3,DELIVERY CHARGE,1.0,238378.38,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,8/63,REP_S_00502.csv
Conut Jnah,0 Person_0028,ORD-000021,21,4,NUTELLA SPREAD CHIMNEY,1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,8/63,REP_S_00502.csv
Conut Jnah,0 Person_0028,ORD-000021,21,5,"STRAWBERRY,(R)",1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,8/63,REP_S_00502.csv
Conut Jnah,0 Person_0029,ORD-000022,22,1,"CARAMEL SAUCE, (R)",1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,8/63,REP_S_00502.csv
Conut Jnah,0 Person_0029,ORD-000022,22,2,CHIMNEY THE ONE,1.0,1251486.48,5.0,1489864.86,True,30-Jan-26,01-Jan-2026,30-Jan-2026,8/63,REP_S_00502.csv
Conut Jnah,0 Person_0029,ORD-000022,22,3,DELIVERY CHARGE,1.0,238378.38,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,8/63,REP_S_00502.csv
Conut Jnah,0 Person_0029,ORD-000022,22,4,NUTELLA SPREAD CHIMNEY,1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,8/63,REP_S_00502.csv
Conut Jnah,0 Person_0029,ORD-000022,22,5,"STRAWBERRY,(R)",1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,8/63,REP_S_00502.csv
Conut Jnah,0 Person_0030,ORD-000023,23,1,BROWNIES . (R),1.0,0.0,14.0,3218108.11,False,30-Jan-26,01-Jan-2026,30-Jan-2026,8/63,REP_S_00502.csv
Conut Jnah,0 Person_0030,ORD-000023,23,2,"CARAMEL SAUCE , (R)",1.0,0.0,14.0,3218108.11,False,30-Jan-26,01-Jan-2026,30-Jan-2026,8/63,REP_S_00502.csv
Conut Jnah,0 Person_0030,ORD-000023,23,3,CHIMNEY THE ORIGINAL,1.0,1191891.89,14.0,3218108.11,True,30-Jan-26,01-Jan-2026,30-Jan-2026,8/63,REP_S_00502.csv
Conut Jnah,0 Person_0030,ORD-000023,23,4,CONUT BERRY MIX,1.0,893918.92,14.0,3218108.11,True,30-Jan-26,01-Jan-2026,30-Jan-2026,8/63,REP_S_00502.csv
Conut Jnah,0 Person_0030,ORD-000023,23,5,CONUT THE ONE,1.0,893918.92,14.0,3218108.11,True,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0030,ORD-000023,23,6,DELIVERY CHARGE,1.0,238378.38,14.0,3218108.11,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0030,ORD-000023,23,7,ICE CREAM ON THE SIDE,1.0,0.0,14.0,3218108.11,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0030,ORD-000023,23,8,NUTELLA SAUCE . (R),1.0,0.0,14.0,3218108.11,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0030,ORD-000023,23,9,"NUTELLA SAUCE,(R)",1.0,0.0,14.0,3218108.11,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0030,ORD-000023,23,10,NUTELLA SPREAD CHIMNEY,1.0,0.0,14.0,3218108.11,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0030,ORD-000023,23,11,NUTELLA SPREAD CONUT,2.0,0.0,14.0,3218108.11,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0030,ORD-000023,23,12,"STRAWBERRY , (R)",1.0,0.0,14.0,3218108.11,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0030,ORD-000023,23,13,WHIPPED CREAM,1.0,0.0,14.0,3218108.11,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0031,ORD-000024,24,1,"CARAMEL SAUCE, (R)",2.0,0.0,9.0,2741351.34,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0031,ORD-000024,24,2,CHIMNEY THE ONE,2.0,2502972.96,9.0,2741351.34,True,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0031,ORD-000024,24,3,DELIVERY CHARGE,1.0,238378.38,9.0,2741351.34,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0031,ORD-000024,24,4,LOTUS SPREAD CHIMNEY,1.0,0.0,9.0,2741351.34,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0031,ORD-000024,24,5,"STRAWBERRY,(R)",2.0,0.0,9.0,2741351.34,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0031,ORD-000024,24,6,WHITE CHOCOLATE SPREAD CHIMNEY,1.0,0.0,9.0,2741351.34,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0032,ORD-000025,25,1,BROWNIES . (R),1.0,0.0,14.0,3992837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0032,ORD-000025,25,2,CHIMNEY BOSTON CHEESECAKE,1.0,1311081.08,14.0,3992837.83,True,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0032,ORD-000025,25,3,CHIMNEY THE ONE,1.0,1251486.48,14.0,3992837.83,True,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0032,ORD-000025,25,4,CHIMNEY THE ORIGINAL,1.0,1191891.89,14.0,3992837.83,True,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0032,ORD-000025,25,5,CRUSHED LOTUS .(R),1.0,0.0,14.0,3992837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0032,ORD-000025,25,6,DELIVERY CHARGE,1.0,238378.38,14.0,3992837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0032,ORD-000025,25,7,ICE CREAM ON THE SIDE,1.0,0.0,14.0,3992837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0032,ORD-000025,25,8,NO SPREAD,1.0,0.0,14.0,3992837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0032,ORD-000025,25,9,NO TOPPINGS,1.0,0.0,14.0,3992837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0032,ORD-000025,25,10,"NUTELLA SAUCE,(R)",1.0,0.0,14.0,3992837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0032,ORD-000025,25,11,NUTELLA SPREAD CHIMNEY,2.0,0.0,14.0,3992837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,9/63,REP_S_00502.csv
Conut Jnah,0 Person_0032,ORD-000025,25,12,"STRAWBERRY,(R)",2.0,0.0,14.0,3992837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0033,ORD-000026,26,1,CHIMNEY BERRY MIX,1.0,1251486.48,5.0,1489864.86,True,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0033,ORD-000026,26,2,DELIVERY CHARGE,1.0,238378.38,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0033,ORD-000026,26,3,"NUTELLA SAUCE,(R)",1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0033,ORD-000026,26,4,NUTELLA SPREAD CHIMNEY,1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0033,ORD-000026,26,5,WHIPPED CREAM,1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0034,ORD-000027,27,1,CHIMNEY THE ONE,2.0,2502972.96,9.0,2741351.34,True,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0034,ORD-000027,27,2,DELIVERY CHARGE,1.0,238378.38,9.0,2741351.34,False,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0034,ORD-000027,27,3,LOTUS SPREAD CHIMNEY,1.0,0.0,9.0,2741351.34,False,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0034,ORD-000027,27,4,NO TOPPINGS,2.0,0.0,9.0,2741351.34,False,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0034,ORD-000027,27,5,NUTELLA SPREAD CHIMNEY,1.0,0.0,9.0,2741351.34,False,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0034,ORD-000027,27,6,"STRAWBERRY,(R)",2.0,0.0,9.0,2741351.34,False,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0035,ORD-000028,28,1,"CARAMEL SAUCE, (R)",1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0035,ORD-000028,28,2,CHIMNEY THE ONE,1.0,1251486.48,5.0,1489864.86,True,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0035,ORD-000028,28,3,DELIVERY CHARGE,1.0,238378.38,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0035,ORD-000028,28,4,NUTELLA SPREAD CHIMNEY,1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0035,ORD-000028,28,5,"STRAWBERRY,(R)",1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0036,ORD-000029,29,1,CHIMNEY THE ONE,1.0,1251486.48,5.0,1489864.86,True,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0036,ORD-000029,29,2,DELIVERY CHARGE,1.0,238378.38,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0036,ORD-000029,29,3,NUTELLA SPREAD CHIMNEY,1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0036,ORD-000029,29,4,"STRAWBERRY,(R)",2.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,10/63,REP_S_00502.csv
Conut Jnah,0 Person_0037,ORD-000030,30,1,BOSTON CHEESECAKE CONUT,1.0,0.0,19.0,5930324.32,True,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,0 Person_0037,ORD-000030,30,2,"BROWNIES , (R)",1.0,0.0,19.0,5930324.32,False,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,0 Person_0037,ORD-000030,30,3,"CARAMEL SAUCE , (R)",2.0,0.0,19.0,5930324.32,False,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,0 Person_0037,ORD-000030,30,4,CONUT COMBO,1.0,2741351.34,19.0,5930324.32,False,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,0 Person_0037,ORD-000030,30,5,CONUT THE ONE,2.0,1787837.84,19.0,5930324.32,True,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,0 Person_0037,ORD-000030,30,6,CONUT TRIPLE CHOCOLATE,1.0,924378.38,19.0,5930324.32,True,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,0 Person_0037,ORD-000030,30,7,DELIVERY CHARGE,2.0,476756.76,19.0,5930324.32,False,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,0 Person_0037,ORD-000030,30,8,NUTELLA SAUCE . (R),1.0,0.0,19.0,5930324.32,False,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,0 Person_0037,ORD-000030,30,9,NUTELLA SPREAD CONUT,2.0,0.0,19.0,5930324.32,False,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,0 Person_0037,ORD-000030,30,10,PISTACHIO CONUT,1.0,0.0,19.0,5930324.32,True,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,0 Person_0037,ORD-000030,30,11,"STRAWBERRY , (R)",2.0,0.0,19.0,5930324.32,False,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,0 Person_0037,ORD-000030,30,12,THE ONE CONUT,1.0,0.0,19.0,5930324.32,True,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,0 Person_0037,ORD-000030,30,13,TRIPLE CHOCOLATE CONUT,1.0,0.0,19.0,5930324.32,True,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,0 Person_0037,ORD-000030,30,14,WHITE CHOCOLATE SPREAD CONUT,1.0,0.0,19.0,5930324.32,False,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,0 Person_0038,ORD-000031,31,1,"CARAMEL SAUCE, (R)",1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,0 Person_0038,ORD-000031,31,2,CHIMNEY THE ONE,1.0,1251486.48,5.0,1489864.86,True,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,0 Person_0038,ORD-000031,31,3,DELIVERY CHARGE,1.0,238378.38,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,0 Person_0038,ORD-000031,31,4,NUTELLA SPREAD CHIMNEY,1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,0 Person_0038,ORD-000031,31,5,"STRAWBERRY,(R)",1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,1 Person_0028,ORD-000032,32,1,CLASSIC CHIMNEY,2.0,1191891.9,7.0,1430270.28,True,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,1 Person_0028,ORD-000032,32,2,DELIVERY CHARGE,1.0,238378.38,7.0,1430270.28,False,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,1 Person_0028,ORD-000032,32,3,NUTELLA SPREAD CHIMNEY,2.0,0.0,7.0,1430270.28,False,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,1 Person_0028,ORD-000032,32,4,PRESSED,2.0,0.0,7.0,1430270.28,False,30-Jan-26,01-Jan-2026,30-Jan-2026,11/63,REP_S_00502.csv
Conut Jnah,90 Person_0039,ORD-000033,33,1,CAFFE LATTE,1.0,417162.16,13.0,2414243.24,True,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,90 Person_0039,ORD-000033,33,2,"CARAMEL SAUCE ,(R)",1.0,0.0,13.0,2414243.24,False,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,90 Person_0039,ORD-000033,33,3,"CARAMEL SAUCE, (R)",1.0,0.0,13.0,2414243.24,False,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,90 Person_0039,ORD-000033,33,4,CHIMNEY THE ONE,1.0,1251486.48,13.0,2414243.24,True,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,90 Person_0039,ORD-000033,33,5,DELIVERY CHARGE,1.0,238378.38,13.0,2414243.24,False,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,90 Person_0039,ORD-000033,33,6,FULL FAT MILK,1.0,0.0,13.0,2414243.24,False,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,90 Person_0039,ORD-000033,33,7,HOT,1.0,0.0,13.0,2414243.24,False,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,90 Person_0039,ORD-000033,33,8,MINI THE ONE,1.0,507216.22,13.0,2414243.24,True,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,90 Person_0039,ORD-000033,33,9,NUTELLA SPREAD CHIMNEY,1.0,0.0,13.0,2414243.24,False,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,90 Person_0039,ORD-000033,33,10,NUTELLA SPREAD MINI,1.0,0.0,13.0,2414243.24,False,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,90 Person_0039,ORD-000033,33,11,REGULAR,1.0,0.0,13.0,2414243.24,False,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,90 Person_0039,ORD-000033,33,12,STRAWBERRY .(R),1.0,0.0,13.0,2414243.24,False,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,90 Person_0039,ORD-000033,33,13,"STRAWBERRY,(R)",1.0,0.0,13.0,2414243.24,False,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,Person_0138,ORD-000034,34,1,BROWNIES . (R),1.0,0.0,28.0,6744783.76,False,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,Person_0138,ORD-000034,34,2,"CARAMEL SAUCE, (R)",1.0,0.0,28.0,6744783.76,False,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,Person_0138,ORD-000034,34,3,CHIMNEY PISTACHIO,1.0,1430270.27,28.0,6744783.76,True,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,Person_0138,ORD-000034,34,4,CHIMNEY THE ONE,3.0,3754459.44,28.0,6744783.76,True,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,Person_0138,ORD-000034,34,5,CONUT TRIPLE CHOCOLATE,1.0,924378.38,28.0,6744783.76,True,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,Person_0138,ORD-000034,34,6,HOT,2.0,0.0,28.0,6744783.76,False,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,Person_0138,ORD-000034,34,7,NO SPREAD,1.0,0.0,28.0,6744783.76,False,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,Person_0138,ORD-000034,34,8,NUTELLA SAUCE . (R),1.0,0.0,28.0,6744783.76,False,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,Person_0138,ORD-000034,34,9,"NUTELLA SAUCE,(R)",4.0,0.0,28.0,6744783.76,False,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,Person_0138,ORD-000034,34,10,NUTELLA SPREAD CHIMNEY,3.0,0.0,28.0,6744783.76,False,30-Jan-26,01-Jan-2026,30-Jan-2026,12/63,REP_S_00502.csv
Conut Jnah,Person_0138,ORD-000034,34,11,REGULAR,2.0,0.0,28.0,6744783.76,False,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0138,ORD-000034,34,12,SINGLE ESPRESSO,2.0,476756.76,28.0,6744783.76,True,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0138,ORD-000034,34,13,"STRAWBERRY , (R)",1.0,0.0,28.0,6744783.76,False,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0138,ORD-000034,34,14,"STRAWBERRY,(R)",2.0,0.0,28.0,6744783.76,False,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0138,ORD-000034,34,15,WATER,2.0,158918.9,28.0,6744783.76,False,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0138,ORD-000034,34,16,WHITE CHOCOLATE SPREAD CONUT,1.0,0.0,28.0,6744783.76,False,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,ORD-000035,35,1,BROWNIES . (R),2.0,0.0,16.0,4648378.38,False,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,ORD-000035,35,2,CARAMEL DRESSING,1.0,0.0,16.0,4648378.38,False,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,ORD-000035,35,3,"CARAMEL SAUCE, (R)",1.0,0.0,16.0,4648378.38,False,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,ORD-000035,35,4,CHIMNEY THE ONE,1.0,1251486.48,16.0,4648378.38,True,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,ORD-000035,35,5,CHIMNEY TRIPLE CHOCOLATE,2.0,2622162.16,16.0,4648378.38,True,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,ORD-000035,35,6,FULL FAT MILK,1.0,0.0,16.0,4648378.38,False,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,ORD-000035,35,7,NO WHIPPED CREAM,1.0,0.0,16.0,4648378.38,False,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,ORD-000035,35,8,"NUTELLA SAUCE,(R)",2.0,0.0,16.0,4648378.38,False,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,ORD-000035,35,9,NUTELLA SPREAD CHIMNEY,1.0,0.0,16.0,4648378.38,False,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,ORD-000035,35,10,"STRAWBERRY,(R)",1.0,0.0,16.0,4648378.38,False,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,ORD-000035,35,11,TOFFEE NUT MILKSHAKE,1.0,774729.73,16.0,4648378.38,True,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0139,ORD-000035,35,12,WHITE CHOCOLATE SPREAD CHIMNEY,2.0,0.0,16.0,4648378.38,False,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0140,ORD-000036,36,1,CHOCOLATE SAUCE,1.0,90054.05,9.0,1133621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0140,ORD-000036,36,2,CLASSIC CHIMNEY,1.0,595945.95,9.0,1133621.62,True,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0140,ORD-000036,36,3,FULL FAT MILK,2.0,0.0,9.0,1133621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,13/63,REP_S_00502.csv
Conut Jnah,Person_0140,ORD-000036,36,4,HOT MILK,2.0,357567.56,9.0,1133621.62,True,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0140,ORD-000036,36,5,NUTELLA SPREAD CHIMNEY,1.0,0.0,9.0,1133621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0140,ORD-000036,36,6,PRESSED,1.0,0.0,9.0,1133621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0140,ORD-000036,36,7,VANILLA SYRUP,1.0,90054.05,9.0,1133621.62,True,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,ORD-000037,37,1,BROWNIES . (R),2.0,0.0,36.0,9704648.65,False,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,ORD-000037,37,2,"CARAMEL SAUCE ,(R)",1.0,0.0,36.0,9704648.65,False,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,ORD-000037,37,3,"CARAMEL SAUCE, (R)",2.0,0.0,36.0,9704648.65,False,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
Conut Jnah,Person_0141,ORD-000037,37,4,CHIMNEY BOSTON CHEESECAKE,1.0,1311081.08,36.0,9704648.65,True,30-Jan-26,01-Jan-2026,30-Jan-2026,14/63,REP_S_00502.csv
